pinyin	phoneme	syll	syll_n	letter_n	sound_n	
she3ming4	$e3mjəŋ4	['she', 'ming']	2	7	6	
shu2jia4	$u2jia4	['shu', 'jia']	2	6	5	
ye1li4ge1	ye1li4ge1	['ye', 'li', 'ge']	3	6	6	
ge3	ge3	['ge']	1	2	2	
ting1shuo1	tjəŋ1$uo1	['ting', 'shuo']	2	8	7	
yue4fa1	ɥe4fa1	['yue', 'fa']	2	5	4	
bo2fa3qi2	bo2fa3qi2	['bo', 'fa', 'qi']	3	6	6	
gan3lan3shan1	gan3lan3$an1	['gan', 'lan', 'shan']	3	10	9	
dui4mian4	dui4mian4	['dui', 'mian']	2	7	7	
pi3	pi3	['pi']	1	2	2	
lu	lu	['lu']	1	2	2	
ju1	ju1	['ju']	1	2	2	
jie3kai1	jie3k#1	['jie', 'kai']	2	6	5	
li4shi2	li4$i2	['li', 'shi']	2	5	4	
ju1min2	ju1min2	['ju', 'min']	2	5	5	
lv	lv	['lv']	1	2	2	
shang4mian	$aŋ4mian	['shang', 'mian']	2	9	7	
pu1	pu1	['pu']	1	2	2	
shu4zhi1	$u4$i1	['shu', 'zhi']	2	6	4	
he2san3na4	he2san3na4	['he', 'san', 'na']	3	7	7	
gui1yu2	gui1yu2	['gui', 'yu']	2	5	5	
cheng1song4	$eŋ1soŋ4	['cheng', 'song']	2	9	6	
tui1	tui1	['tui']	1	3	3	
dao3	d#3	['dao']	1	3	2	
dui4huan4	dui4huan4	['dui', 'huan']	2	7	7	
yin2qian2	yin2qian2	['yin', 'qian']	2	7	7	
zan4mei3	zan4m#3	['zan', 'mei']	2	6	5	
bo2da4ni2	bo2da4ni2	['bo', 'da', 'ni']	3	6	6	
ye4zi	ye4zi	['ye', 'zi']	2	4	4	
jie2	jie2	['jie']	1	3	3	
gan4	gan4	['gan']	1	3	3	
bu2dan4	bu2dan4	['bu', 'dan']	2	5	5	
xi3li3	xi3li3	['xi', 'li']	2	4	4	
ren2jian1	ren2jian1	['ren', 'jian']	2	7	7	
ao4hui3	#4hui3	['ao', 'hui']	2	5	4	
xiao3er2	xi#3er2	['xiao', 'er']	2	6	5	
chang1ji4	$aŋ1ji4	['chang', 'ji']	2	7	5	
zai1	z#1	['zai']	1	3	2	
juan1	juan1	['juan']	1	4	4	
li2ba	li2ba	['li', 'ba']	2	4	4	
ye1jiu3chi2	ye1jiu3$i2	['ye', 'jiu', 'chi']	3	8	7	
lou2	l#2	['lou']	1	3	2	
zu1	zu1	['zu']	1	2	2	
hu4	hu4	['hu']	1	2	2	
wai4guo2	w#4guo2	['wai', 'guo']	2	6	5	
zhao4yang4	$#4yaŋ4	['zhao', 'yang']	2	8	5	
zhan1	$an1	['zhan']	1	4	3	
chu3zhi4	$u3$i4	['chu', 'zhi']	2	6	4	
du2shou3	du2$#3	['du', 'shou']	2	6	4	
xie3	xie3	['xie']	1	3	3	
jiang4ren2	jiaŋ4ren2	['jiang', 'ren']	2	8	7	
qi4	qi4	['qi']	1	2	2	
za1	za1	['za']	1	2	2	
xi1lan4	xi1lan4	['xi', 'lan']	2	5	5	
zhuo1na2	$uo1na2	['zhuo', 'na']	2	6	5	
bai3she4	b#3$e4	['bai', 'she']	2	6	4	
qu3qin1	qu3qin1	['qu', 'qin']	2	5	5	
yan2xi2	yan2xi2	['yan', 'xi']	2	5	5	
niu2	niu2	['niu']	1	3	3	
fei2	f#2	['fei']	1	3	2	
zai3	z#3	['zai']	1	3	2	
qi2bei4	qi2b#4	['qi', 'bei']	2	5	4	
qi2yu2	qi2yu2	['qi', 'yu']	2	4	4	
ling2ru3	ljəŋ2ru3	['ling', 'ru']	2	6	6	
xiong1shou3	xioŋ1$#3	['xiong', 'shou']	2	9	6	
hui3	hui3	['hui']	1	3	3	
cha4lu4	$a4lu4	['cha', 'lu']	2	5	4	
lun4	lwən4	['lun']	1	3	4	
jin4lai2	jin4l#2	['jin', 'lai']	2	6	5	
guan1kan4	guan1kan4	['guan', 'kan']	2	7	7	
bin1ke4	bin1ke4	['bin', 'ke']	2	5	5	
li3fu2	li3fu2	['li', 'fu']	2	4	4	
shi3huan	$i3huan	['shi', 'huan']	2	7	6	
zhe0ye1su1	$e0ye1su1	['zhe', 'ye', 'su']	3	7	6	
xian4hai4	xian4h#4	['xian', 'hai']	2	7	6	
dang3	daŋ3	['dang']	1	4	3	
cheng2shi2	$eŋ2$i2	['cheng', 'shi']	2	8	5	
xun4	xun4	['xun']	1	3	3	
qing2mian	qjəŋ2mian	['qing', 'mian']	2	8	8	
wai4mao4	w#4m#4	['wai', 'mao']	2	6	4	
yi4jian4	yi4jian4	['yi', 'jian']	2	6	6	
gai1sa3	g#1sa3	['gai', 'sa']	2	5	4	
ge1ge	ge1ge	['ge', 'ge']	2	4	4	
sheng4jing1	$eŋ4jjəŋ1	['sheng', 'jing']	2	9	7	
jia4	jia4	['jia']	1	3	3	
du3	du3	['du']	1	2	2	
lv4fa3shi1	lv4fa3$i1	['lv', 'fa', 'shi']	3	7	6	
jin4xin1	jin4xin1	['jin', 'xin']	2	6	6	
xing4	xjəŋ4	['xing']	1	4	4	
ji1	ji1	['ji']	1	2	2	
xiang1fang3	xiaŋ1faŋ3	['xiang', 'fang']	2	9	7	
zong3gang1	zoŋ3gaŋ1	['zong', 'gang']	2	8	6	
gan3dong4	gan3doŋ4	['gan', 'dong']	2	7	6	
ge1	ge1	['ge']	1	2	2	
zhi2tou	$i2t#	['zhi', 'tou']	2	6	4	
pei4dai4	p#4d#4	['pei', 'dai']	2	6	4	
wen2	wen2	['wen']	1	3	3	
ta1la1	ta1la1	['ta', 'la']	2	4	4	
la1bi3	la1bi3	['la', 'bi']	2	4	4	
zi4bei1	zi4b#1	['zi', 'bei']	2	5	4	
jia3mao4wei2shan4	jia3m#4w#2$an4	['jia', 'mao', 'wei', 'shan']	4	13	10	
zheng4dang1	$eŋ4daŋ1	['zheng', 'dang']	2	9	6	
bu4rong2	bu4roŋ2	['bu', 'rong']	2	6	5	
qin1tun1	qin1twən1	['qin', 'tun']	2	6	7	
gua3fu	gua3fu	['gua', 'fu']	2	5	5	
chan3	$an3	['chan']	1	4	3	
ni3me4	ni3me4	['ni', 'me']	2	4	4	
xing2fa2	xjəŋ2fa2	['xing', 'fa']	2	6	6	
lu4di4	lu4di4	['lu', 'di']	2	4	4	
gou1yin3	g#1yin3	['gou', 'yin']	2	6	5	
jia1bei4	jia1b#4	['jia', 'bei']	2	6	5	
jin1zi	jin1zi	['jin', 'zi']	2	5	5	
bo4he	bo4he	['bo', 'he']	2	4	4	
hui2xiang1	hui2xiaŋ1	['hui', 'xiang']	2	8	7	
qin2cai4	qin2c#4	['qin', 'cai']	2	6	5	
zhi1yi1	$i1yi1	['zhi', 'yi']	2	5	4	
gong1yi4	goŋ1yi4	['gong', 'yi']	2	6	5	
xin4shi2	xin4$i2	['xin', 'shi']	2	6	5	
meng3chong2	meŋ3$oŋ2	['meng', 'chong']	2	9	6	
lv4	lv4	['lv']	1	2	2	
tun1	twən1	['tun']	1	3	4	
pan2	pan2	['pan']	1	3	3	
le4suo3	le4suo3	['le', 'suo']	2	5	5	
fang4dang4	faŋ4daŋ4	['fang', 'dang']	2	8	6	
fen3shi4	fen3$i4	['fen', 'shi']	2	6	5	
fun4mu4	fwən4mu4	['fun', 'mu']	2	5	6	
hao3kan4	h#3kan4	['hao', 'kan']	2	6	5	
gu2tou	gu2t#	['gu', 'tou']	2	5	4	
jia3shan4	jia3$an4	['jia', 'shan']	2	7	6	
bu4fa3	bu4fa3	['bu', 'fa']	2	4	4	
fun4	fwən4	['fun']	1	3	4	
zheng4ming2	$eŋ4mjəŋ2	['zheng', 'ming']	2	9	7	
guan4	guan4	['guan']	1	4	4	
tao2tuo1	t#2tuo1	['tao', 'tuo']	2	6	5	
qian3	qian3	['qian']	1	4	4	
ding4	djəŋ4	['ding']	1	4	4	
zhui1bi1	$ui1bi1	['zhui', 'bi']	2	6	5	
ya4bo2	ya4bo2	['ya', 'bo']	2	4	4	
ba1ye1jia1	ba1ye1jia1	['ba', 'ye', 'jia']	3	7	7	
sa1jia1li4ya4	sa1jia1li4ya4	['sa', 'jia', 'li', 'ya']	4	9	9	
mu3ji1	mu3ji1	['mu', 'ji']	2	4	4	
chi4bang3	$i4baŋ3	['chi', 'bang']	2	7	5	
zai4jian4	z#4jian4	['zai', 'jian']	2	7	6	
chai1hui3	$#1hui3	['chai', 'hui']	2	7	5	
yu4zhao4	yu4$#4	['yu', 'zhao']	2	6	4	
mao4	m#4	['mao']	1	3	2	
da3zhang4	da3$aŋ4	['da', 'zhang']	2	7	5	
mo4qi1	mo4qi1	['mo', 'qi']	2	4	4	
gong1da3	goŋ1da3	['gong', 'da']	2	6	5	
ji1huang1	ji1huaŋ1	['ji', 'huang']	2	7	6	
di4zhen4	di4$en4	['di', 'zhen']	2	6	5	
zai1nan4	z#1nan4	['zai', 'nan']	2	6	5	
qi3tou2	qi3t#2	['qi', 'tou']	2	5	4	
sheng1chan3	$eŋ1$an3	['sheng', 'chan']	2	9	6	
zeng1	zeŋ1	['zeng']	1	4	3	
jian4jian4	jian4jian4	['jian', 'jian']	2	8	8	
leng3dan4	leŋ3dan4	['leng', 'dan']	2	7	6	
dan4yi3li3	dan4yi3li3	['dan', 'yi', 'li']	3	7	7	
hui3huai4	hui3hu#4	['hui', 'huai']	2	7	6	
dou4	d#4	['dou']	1	3	2	
hui4yi4	hui4yi4	['hui', 'yi']	2	5	5	
nai3hai2zi	n#3h#2zi	['nai', 'hai', 'zi']	3	8	6	
dong1tian1	doŋ1tian1	['dong', 'tian']	2	8	7	
jian3shao3	jian3$#3	['jian', 'shao']	2	8	6	
xue4qi4	xue4qi4	['xue', 'qi']	2	5	5	
wei	w#	['wei']	1	3	2	
yu4xian1	yu4xian1	['yu', 'xian']	2	6	6	
shan3dian4	$an3dian4	['shan', 'dian']	2	8	7	
dong1bian1	doŋ1bian1	['dong', 'bian']	2	8	7	
xi1bian1	xi1bian1	['xi', 'bian']	2	6	6	
ying1	yiŋ1	['ying']	1	4	3	
yue4liang	ɥe4liaŋ	['yue', 'liang']	2	8	6	
zhen4dong4	$en4doŋ4	['zhen', 'dong']	2	8	6	
zu2	zu2	['zu']	1	2	2	
yun2	yun2	['yun']	1	3	3	
tong3	toŋ3	['tong']	1	4	3	
da4sheng1	da4$eŋ1	['da', 'sheng']	2	7	5	
si4fang1	si4faŋ1	['si', 'fang']	2	6	5	
zhao1	$#1	['zhao']	1	4	2	
fang1	faŋ1	['fang']	1	4	3	
bi3fang1	bi3faŋ1	['bi', 'fang']	2	6	5	
nen4	nen4	['nen']	1	3	3	
xia4tian1	xia4tian1	['xia', 'tian']	2	7	7	
zheng4zai4	$eŋ4z#4	['zheng', 'zai']	2	8	5	
men2kou3	men2k#3	['men', 'kou']	2	6	5	
nuo2ya4	nuo2ya4	['nuo', 'ya']	2	5	5	
hong2shui3	hoŋ2$ui3	['hong', 'shui']	2	8	6	
jia4qu3	jia4qu3	['jia', 'qu']	2	5	5	
fang1zhou1	faŋ1$#1	['fang', 'zhou']	2	8	5	
jue2	jue2	['jue']	1	3	3	
quan2bu4	quan2bu4	['quan', 'bu']	2	6	6	
mo4	mo4	['mo']	1	2	2	
jing3xing3	jjəŋ3xjəŋ3	['jing', 'xing']	2	8	8	
tou4	t#4	['tou']	1	3	2	
zhong1xin1	$oŋ1xin1	['zhong', 'xin']	2	8	6	
jian4shi	jian4$i	['jian', 'shi']	2	7	6	
pai4	p#4	['pai']	1	3	2	
guan3li3	guan3li3	['guan', 'li']	2	6	6	
an4shi2	an4$i2	['an', 'shi']	2	5	4	
e4pu2	e4pu2	['e', 'pu']	2	3	3	
chi2	$i2	['chi']	1	3	2	
dong4shou3	doŋ4$#3	['dong', 'shou']	2	8	5	
shi2chen	$i2$en	['shi', 'chen']	2	7	5	
chong2chong2	$oŋ2$oŋ2	['chong', 'chong']	2	10	6	
ying2jie1	yiŋ2jie1	['ying', 'jie']	2	7	6	
yu2zhuo1	yu2$uo1	['yu', 'zhuo']	2	6	5	
qi4min3	qi4min3	['qi', 'min']	2	5	5	
chi2yan2	$i2yan2	['chi', 'yan']	2	6	5	
da3dun2	da3dwən2	['da', 'dun']	2	5	6	
sui2hou4	sui2h#4	['sui', 'hou']	2	6	5	
jia1ye4	jia1ye4	['jia', 'ye']	2	5	5	
cai2gan4	c#2gan4	['cai', 'gan']	2	6	5	
mai2cang2	m#2caŋ2	['mai', 'cang']	2	7	5	
xu3jiu3	xu3jiu3	['xu', 'jiu']	2	5	5	
xiang3shou4	xiaŋ3$#4	['xiang', 'shou']	2	9	6	
shi4pai4	$i4p#4	['shi', 'pai']	2	6	4	
ren3xin1	ren3xin1	['ren', 'xin']	2	6	6	
san3	san3	['san']	1	3	3	
ju4lian3	ju4lian3	['ju', 'lian']	2	6	6	
lan3	lan3	['lan']	1	3	3	
mian2yang2	mian2yaŋ2	['mian', 'yang']	2	8	7	
shan1yang2	$an1yaŋ2	['shan', 'yang']	2	8	6	
an1zhi4	an1$i4	['an', 'zhi']	2	5	4	
ke4lv3	ke4lv3	['ke', 'lv']	2	4	4	
chi4shen1lou4ti3	$i4$en1l#4ti3	['chi', 'shen', 'lou', 'ti']	4	12	9	
zhou4zu3	$#4zu3	['zhou', 'zu']	2	6	4	
yu2yue4jie2	yu2ɥe4jie2	['yu', 'yue', 'jie']	3	8	7	
gei1	g#1	['gei']	1	3	2	
da4ji4si1	da4ji4si1	['da', 'ji', 'si']	3	6	6	
gai1ya4fa3	g#1ya4fa3	['gai', 'ya', 'fa']	3	7	6	
da4jia1	da4jia1	['da', 'jia']	2	5	5	
gui3ji4	gui3ji4	['gui', 'ji']	2	5	5	
na2zhe	na2$e	['na', 'zhe']	2	5	4	
yu4	yu4	['yu']	1	2	2	
xiang1gao1	xiaŋ1g#1	['xiang', 'gao']	2	8	6	
wang3fei4	waŋ3f#4	['wang', 'fei']	2	7	5	
zhou1ji4	$#1ji4	['zhou', 'ji']	2	6	4	
an1zang4	an1zaŋ4	['an', 'zang']	2	6	5	
pu3	pu3	['pu']	1	2	2	
shu4shuo1	$u4$uo1	['shu', 'shuo']	2	7	5	
ji4nian4	ji4nian4	['ji', 'nian']	2	6	6	
ji1hui4	ji1hui4	['ji', 'hui']	2	5	5	
chu2jiao4jie2	$u2ji#4jie2	['chu', 'jiao', 'jie']	3	10	8	
mou3	m#3	['mou']	1	3	2	
yu2yue4jie2men2tu3	yu2ɥe4jie2men2tu3	['yu', 'yue', 'jie', 'men', 'tu']	5	13	12	
yan2xi2dao4	yan2xi2d#4	['yan', 'xi', 'dao']	3	8	7	
qu4shi4	qu4$i4	['qu', 'shi']	2	5	4	
bo4	bo4	['bo']	1	2	2	
pu2tao4zhi1	pu2t#4$i1	['pu', 'tao', 'zhi']	3	8	6	
chang4	$aŋ4	['chang']	1	5	3	
jin1ye4	jin1ye4	['jin', 'ye']	2	5	5	
ke4xi1ma3ni2	ke4xi1ma3ni2	['ke', 'xi', 'ma', 'ni']	4	8	8	
nan2guo4	nan2guo4	['nan', 'guo']	2	6	6	
you1shang1	y#1$aŋ1	['you', 'shang']	2	8	5	
ji1hu1	ji1hu1	['ji', 'hu']	2	4	4	
ke3xing2	ke3xjəŋ2	['ke', 'xing']	2	6	6	
zen3me0yang4	zen3me0yaŋ4	['zen', 'me', 'yang']	3	9	8	
pian4shi2	pian4$i2	['pian', 'shi']	2	7	6	
xin1ling2	xin1ljəŋ2	['xin', 'ling']	2	7	7	
rou4ti3	r#4ti3	['rou', 'ti']	2	5	4	
kun4juan4	kwən4juan4	['kun', 'juan']	2	7	8	
reng2ran2	reŋ2ran2	['reng', 'ran']	2	7	6	
dao1	d#1	['dao']	1	3	2	
bang4	baŋ4	['bang']	1	4	3	
an4hao4	an4h#4	['an', 'hao']	2	5	4	
qin1zui3	qin1zui3	['qin', 'zui']	2	6	6	
xiao1	xi#1	['xiao']	1	4	3	
qiao4	qi#4	['qiao']	1	4	3	
shi4qing	$i4qjəŋ	['shi', 'qing']	2	7	6	
qiang2dao4	qiaŋ2d#4	['qiang', 'dao']	2	8	6	
tian1tian1	tian1tian1	['tian', 'tian']	2	8	8	
yuan4zi	ɥæn4zi	['yuan', 'zi']	2	6	5	
chai1yi4	$#1yi4	['chai', 'yi']	2	6	4	
sui1	sui1	['sui']	1	3	3	
shi2ju4	$i2ju4	['shi', 'ju']	2	5	4	
yan2yu3	yan2yu3	['yan', 'yu']	2	5	5	
quan2neng2	quan2neŋ2	['quan', 'neng']	2	8	7	
si1	si1	['si']	1	2	2	
gai1si3	g#1si3	['gai', 'si']	2	5	4	
tuo4mo	tuo4mo	['tuo', 'mo']	2	5	5	
quan2tou	quan2t#	['quan', 'tou']	2	7	6	
shou3zhang3	$#3$aŋ3	['shou', 'zhang']	2	9	5	
shi3nv3	$i3nv3	['shi', 'nv']	2	5	4	
su4lai2	su4l#2	['su', 'lai']	2	5	4	
pang2bian1	paŋ2bian1	['pang', 'bian']	2	8	7	
kou3yin1	k#3yin1	['kou', 'yin']	2	6	5	
zhou4	$#4	['zhou']	1	4	2	
tong4ku1	toŋ4ku1	['tong', 'ku']	2	6	5	
jie4qu4	jie4qu4	['jie', 'qu']	2	5	5	
xun2fu3	xun2fu3	['xun', 'fu']	2	5	5	
bi3la1duo1	bi3la1duo1	['bi', 'la', 'duo']	3	7	7	
hou4hui3	h#4hui3	['hou', 'hui']	2	6	5	
wu2gu1	wu2gu1	['wu', 'gu']	2	4	4	
cheng2dang1	$eŋ2daŋ1	['cheng', 'dang']	2	9	6	
yao2	y#2	['yao']	1	3	2	
gu1	gu1	['gu']	1	2	2	
jia4qian2	jia4qian2	['jia', 'qian']	2	7	7	
yi3zhi4	yi3$i4	['yi', 'zhi']	2	5	4	
chang2li4	$aŋ2li4	['chang', 'li']	2	7	5	
fung4	fwəŋ4	['fung']	1	4	4	
jie2qi1	jie2qi1	['jie', 'qi']	2	5	5	
qiu2fan4	qiu2fan4	['qiu', 'fan']	2	6	6	
ba1la1ba1	ba1la1ba1	['ba', 'la', 'ba']	3	6	6	
ji2du4	ji2du4	['ji', 'du']	2	4	4	
jie3	jie3	['jie']	1	3	3	
tang2	taŋ2	['tang']	1	4	3	
fu1ren	fu1ren	['fu', 'ren']	2	5	5	
tiao3suo	ti#3suo	['tiao', 'suo']	2	7	6	
ji2li4	ji2li4	['ji', 'li']	2	4	4	
ya2men	ya2men	['ya', 'men']	2	5	5	
zhu1hong2se1	$u1hoŋ2se1	['zhu', 'hong', 'se']	3	9	7	
pao2zi	p#2zi	['pao', 'zi']	2	5	4	
guan1mian3	guan1mian3	['guan', 'mian']	2	8	8	
wei3zi	w#3zi	['wei', 'zi']	2	5	4	
gong1xi3	goŋ1xi3	['gong', 'xi']	2	6	5	
gu3li4nai4	gu3li4n#4	['gu', 'li', 'nai']	3	7	6	
mian3qiang3	mian3qiaŋ3	['mian', 'qiang']	2	9	8	
ge4ge4ta1	ge4ge4ta1	['ge', 'ge', 'ta']	3	6	6	
du2lou2	du2l#2	['du', 'lou']	2	5	4	
ku3dan3	ku3dan3	['ku', 'dan']	2	5	5	
tiao2he	ti#2he	['tiao', 'he']	2	6	5	
nian1jiu1	nian1jiu1	['nian', 'jiu']	2	7	7	
kan1shou3	kan1$#3	['kan', 'shou']	2	7	5	
yi3shang4	yi3$aŋ4	['yi', 'shang']	2	7	5	
pai2zi	p#2zi	['pai', 'zi']	2	5	4	
zui4zhuang4	zui4$uaŋ4	['zui', 'zhuang']	2	9	7	
ji1qiao4	ji1qi#4	['ji', 'qiao']	2	6	5	
yi3kao4	yi3k#4	['yi', 'kao']	2	5	4	
yi3li4	yi3li4	['yi', 'li']	2	4	4	
ma3	ma3	['ma']	1	2	2	
ni2	ni2	['ni']	1	2	2	
hu1jiao4	hu1ji#4	['hu', 'jiao']	2	6	5	
pao3	p#3	['pao']	1	3	2	
hai3rong2	h#3roŋ2	['hai', 'rong']	2	7	5	
cu4	cu4	['cu']	1	2	2	
bang3	baŋ3	['bang']	1	4	3	
man4zi3	man4zi3	['man', 'zi']	2	5	5	
beng1lie4	beŋ1lie4	['beng', 'lie']	2	7	6	
sheng4tu2	$eŋ4tu2	['sheng', 'tu']	2	7	5	
jing1li4	jjəŋ1li4	['jing', 'li']	2	6	6	
mo3da4la1	mo3da4la1	['mo', 'da', 'la']	3	6	6	
ya4li4ma3tai4	ya4li4ma3t#4	['ya', 'li', 'ma', 'tai']	4	9	8	
xi4ma2bu4	xi4ma2bu4	['xi', 'ma', 'bu']	3	6	6	
guo3	guo3	['guo']	1	3	3	
an1fang4	an1faŋ4	['an', 'fang']	2	6	5	
zao2	z#2	['zao']	1	3	2	
gun2	gwən2	['gun']	1	3	4	
you4huo4	y#4huo4	['you', 'huo']	2	6	5	
ri4hou4	ri4h#4	['ri', 'hou']	2	5	4	
ba3shou3	ba3$#3	['ba', 'shou']	2	6	4	
tuo3dang4	tuo3daŋ4	['tuo', 'dang']	2	7	6	
li4hai4	li4h#4	['li', 'hai']	2	5	4	
xiang4mao4	xiaŋ4m#4	['xiang', 'mao']	2	8	6	
xue3	xue3	['xue']	1	3	3	
hun2shen1	hwən2$en1	['hun', 'shen']	2	7	7	
tu2	tu2	['tu']	1	2	2	
yue4	ɥe4	['yue']	1	3	2	
cong1	coŋ1	['cong']	1	4	3	
na	na	['na']	1	2	2	
ji2mang2	ji2maŋ2	['ji', 'mang']	2	6	5	
pao2	p#2	['pao']	1	3	2	
bao4	b#4	['bao']	1	3	2	
quan4	quan4	['quan']	1	4	4	
chuan2shuo1	$uan2$uo1	['chuan', 'shuo']	2	9	7	
yue1deng2	ɥe1deŋ2	['yue', 'deng']	2	7	5	
yi3sai4ya4shu1	yi3s#4ya4$u1	['yi', 'sai', 'ya', 'shu']	4	10	8	
wan1	wan1	['wan']	1	3	3	
xie2dai4	xie2d#4	['xie', 'dai']	2	6	5	
ye3shou4	ye3$#4	['ye', 'shou']	2	6	4	
xuan1chuan2	xuan1$uan2	['xuan', 'chuan']	2	9	8	
ri4qi1	ri4qi1	['ri', 'qi']	2	4	4	
shi4da2	$i4da2	['shi', 'da']	2	5	4	
gu4gong1	gu4goŋ1	['gu', 'gong']	2	6	5	
hui4tang2	hui4taŋ2	['hui', 'tang']	2	7	6	
chou1	$#1	['chou']	1	4	2	
zhen4	$en4	['zhen']	1	4	3	
jing1ya4	jjəŋ1ya4	['jing', 'ya']	2	6	6	
ri4luo4	ri4luo4	['ri', 'luo']	2	5	5	
zhui1	$ui1	['zhui']	1	4	3	
xiang1cun1	xiaŋ1cwən1	['xiang', 'cun']	2	8	8	
chuan2yang2	$uan2yaŋ2	['chuan', 'yang']	2	9	7	
zhi3hao3	$i3h#3	['zhi', 'hao']	2	6	4	
kong1	koŋ1	['kong']	1	4	3	
tong1	toŋ1	['tong']	1	4	3	
wo4	wo4	['wo']	1	2	2	
zhui4	$ui4	['zhui']	1	4	3	
li4wei4	li4w#4	['li', 'wei']	2	5	4	
jian4kang1	jian4kaŋ1	['jian', 'kang']	2	8	7	
fa2	fa2	['fa']	1	2	2	
ya4	ya4	['ya']	1	2	2	
wei2ren2	w#2ren2	['wei', 'ren']	2	6	5	
she4li4	$e4li4	['she', 'li']	2	5	4	
zhu3ye1su1	$u3ye1su1	['zhu', 'ye', 'su']	3	7	6	
kui1tan4	kui1tan4	['kui', 'tan']	2	6	6	
na4yang4	na4yaŋ4	['na', 'yang']	2	6	5	
gang1	gaŋ1	['gang']	1	4	3	
yong1ji3	yoŋ1ji3	['yong', 'ji']	2	6	5	
xian3lu4	xian3lu4	['xian', 'lu']	2	6	6	
ban4ni2qi2	ban4ni2qi2	['ban', 'ni', 'qi']	3	7	7	
lei2	l#2	['lei']	1	3	2	
qin1shu3	qin1$u3	['qin', 'shu']	2	6	5	
dian1	dian1	['dian']	1	4	4	
kuang2	kuaŋ2	['kuang']	1	5	4	
re3	re3	['re']	1	2	2	
shi4ren2	$i4ren2	['shi', 'ren']	2	6	5	
si4mian4	si4mian4	['si', 'mian']	2	6	6	
fa1sheng1	fa1$eŋ1	['fa', 'sheng']	2	7	5	
yang4	yaŋ4	['yang']	1	4	3	
si1yu4	si1yu4	['si', 'yu']	2	4	4	
chuang2	$uaŋ2	['chuang']	1	6	4	
yan3cang2	yan3caŋ2	['yan', 'cang']	2	7	6	
yin3man2	yin3man2	['yin', 'man']	2	6	6	
zhe4yang4di4	$e4yaŋ4di4	['zhe', 'yang', 'di']	3	9	7	
wu3gu3	wu3gu3	['wu', 'gu']	2	4	4	
zi4ran2	zi4ran2	['zi', 'ran']	2	5	5	
zi3li4	zi3li4	['zi', 'li']	2	4	4	
shu2	$u2	['shu']	1	3	2	
bi3jiao4	bi3ji#4	['bi', 'jiao']	2	6	5	
biao3ming2	bi#3mjəŋ2	['biao', 'ming']	2	8	7	
tong2xing2	toŋ2xjəŋ2	['tong', 'xing']	2	8	7	
wei3	w#3	['wei']	1	3	2	
zhen3	$en3	['zhen']	1	4	3	
ge1la1sen1	ge1la1sen1	['ge', 'la', 'sen']	3	7	7	
zhuo2	$uo2	['zhuo']	1	4	3	
tie3lian4	tie3lian4	['tie', 'lian']	2	7	7	
jiao3liao4	ji#3li#4	['jiao', 'liao']	2	8	6	
kun2suo3	kwən2suo3	['kun', 'suo']	2	6	7	
zhi4fu2	$i4fu2	['zhi', 'fu']	2	5	4	
zhi4gao1	$i4g#1	['zhi', 'gao']	2	6	4	
ken3qiu2	ken3qiu2	['ken', 'qiu']	2	6	6	
po1	po1	['po']	1	2	2	
shu4mu4	$u4mu4	['shu', 'mu']	2	5	4	
shang4yi1	$aŋ4yi1	['shang', 'yi']	2	7	5	
lu3	lu3	['lu']	1	2	2	
de2yi3	de2yi3	['de', 'yi']	2	4	4	
za2	za2	['za']	1	2	2	
jue2de	jue2de	['jue', 'de']	2	5	5	
dun4	dwən4	['dun']	1	3	4	
kong3ju4	koŋ3ju4	['kong', 'ju']	2	6	5	
lao2dong4	l#2doŋ4	['lao', 'dong']	2	7	5	
ku1qi4	ku1qi4	['ku', 'qi']	2	4	4	
mi3	mi3	['mi']	1	2	2	
cha4yi4	$a4yi4	['cha', 'yi']	2	5	4	
gua4	gua4	['gua']	1	3	3	
mo3	mo3	['mo']	1	2	2	
huai2hen4	hu#2hen4	['huai', 'hen']	2	7	6	
jing4wei4	jjəŋ4w#4	['jing', 'wei']	2	7	6	
bao3hu4	b#3hu4	['bao', 'hu']	2	5	4	
le4yi4	le4yi4	['le', 'yi']	2	4	4	
yi2	yi2	['yi']	1	2	2	
qia4	qia4	['qia']	1	3	3	
qiao3	qi#3	['qiao']	1	4	3	
fu1	fu1	['fu']	1	2	2	
sui2yi4	sui2yi4	['sui', 'yi']	2	5	5	
hu4wei4	hu4w#4	['hu', 'wei']	2	5	4	
zang4	zaŋ4	['zang']	1	4	3	
lai2wang3	l#2waŋ3	['lai', 'wang']	2	7	5	
gong1fu	goŋ1fu	['gong', 'fu']	2	6	5	
kan1	kan1	['kan']	1	3	3	
yi4bang1	yi4baŋ1	['yi', 'bang']	2	6	5	
qing1cao3	qjəŋ1c#3	['qing', 'cao']	2	7	6	
yi4pai2yi4pai2de	yi4p#2yi4p#2de	['yi', 'pai', 'yi', 'pai', 'de']	5	12	10	
pai2	p#2	['pai']	1	3	2	
zhe0zhe4	$e0$e4	['zhe', 'zhe']	2	6	4	
nan2zi3	nan2zi3	['nan', 'zi']	2	5	5	
ci2bie2	ci2bie2	['ci', 'bie']	2	5	5	
su2	su2	['su']	1	2	2	
yuan2lai2	ɥæn2l#2	['yuan', 'lai']	2	7	5	
shang0lai2	$aŋ0l#2	['shang', 'lai']	2	8	5	
