pinyin	phoneme	syll	syll_n	letter_n	sound_n	
nie1zao4	nie1z#4	['nie', 'zao']	2	6	5	
huai4hua4	hu#4hua4	['huai', 'hua']	2	7	6	
hui3bang4	hui3baŋ4	['hui', 'bang']	2	7	6	
kuai4le4	ku#4le4	['kuai', 'le']	2	6	5	
shang3ci4	$aŋ3ci4	['shang', 'ci']	2	7	5	
yi3qian2	yi3qian2	['yi', 'qian']	2	6	6	
yan2	yan2	['yan']	1	3	3	
shi1	$i1	['shi']	1	3	2	
zen3	zen3	['zen']	1	3	3	
xian2	xian2	['xian']	1	4	4	
wu2yong4	wu2yoŋ4	['wu', 'yong']	2	6	5	
guo4	guo4	['guo']	1	3	3	
wai4mian4	w#4mian4	['wai', 'mian']	2	7	6	
jian4ta4	jian4ta4	['jian', 'ta']	2	6	6	
zao4	z#4	['zao']	1	3	2	
bu4neng2	bu4neŋ2	['bu', 'neng']	2	6	5	
yin3cang2	yin3caŋ2	['yin', 'cang']	2	7	6	
dian3	dian3	['dian']	1	4	4	
deng1	deŋ1	['deng']	1	4	3	
dou3	d#3	['dou']	1	3	2	
di3	di3	['di']	1	2	2	
deng1tai2	deŋ1t#2	['deng', 'tai']	2	7	5	
zhao4liang4	$#4liaŋ4	['zhao', 'liang']	2	9	6	
jia1	jia1	['jia']	1	3	3	
xing2wei2	xjəŋ2w#2	['xing', 'wei']	2	7	6	
rong2yao4	roŋ2y#4	['rong', 'yao']	2	7	5	
gui1	gui1	['gui']	1	3	3	
mo4xiang3	mo4xiaŋ3	['mo', 'xiang']	2	7	6	
fei4diao4	f#4di#4	['fei', 'diao']	2	7	5	
lv4fa3	lv4fa3	['lv', 'fa']	2	4	4	
cheng2quan2	$eŋ2quan2	['cheng', 'quan']	2	9	7	
shi2zai4	$i2z#4	['shi', 'zai']	2	6	4	
tian1di4	tian1di4	['tian', 'di']	2	6	6	
du1	du1	['du']	1	2	2	
fei4	f#4	['fei']	1	3	2	
yi2dian3	yi2dian3	['yi', 'dian']	2	6	6	
suo3yi3	suo3yi3	['suo', 'yi']	2	5	5	
wu2lun4	wu2lwən4	['wu', 'lun']	2	5	6	
jie4meng2	jie4meŋ2	['jie', 'meng']	2	7	6	
tiao2	ti#2	['tiao']	1	4	3	
zun1xing2	zwən1xjəŋ2	['zun', 'xing']	2	7	8	
duan4	duan4	['duan']	1	4	4	
gu3ren2	gu3ren2	['gu', 'ren']	2	5	5	
sha1ren2	$a1ren2	['sha', 'ren']	2	6	5	
nan2mian3	nan2mian3	['nan', 'mian']	2	7	7	
shen3pan4	$en3pan4	['shen', 'pan']	2	7	6	
dong4nu4	doŋ4nu4	['dong', 'nu']	2	6	5	
zi4	zi4	['zi']	1	2	2	
wu2yuan2wu2gu4	wu2ɥæn2wu2gu4	['wu', 'yuan', 'wu', 'gu']	4	10	9	
wu3	wu3	['wu']	1	2	2	
ma4	ma4	['ma']	1	2	2	
la1	la1	['la']	1	2	2	
gong1hui4	goŋ1hui4	['gong', 'hui']	2	7	6	
shen3	$en3	['shen']	1	4	3	
mo2	mo2	['mo']	1	2	2	
li4	li4	['li']	1	2	2	
di4yu4	di4yu4	['di', 'yu']	2	4	4	
ji4tan2	ji4tan2	['ji', 'tan']	2	5	5	
xiang3qi3	xiaŋ3qi3	['xiang', 'qi']	2	7	6	
yuan4	ɥæn4	['yuan']	1	4	3	
liu2	liu2	['liu']	1	3	3	
tan2	tan2	['tan']	1	3	3	
xian1	xian1	['xian']	1	4	4	
he2hao3	he2h#3	['he', 'hao']	2	5	4	
ran2hou4	ran2h#4	['ran', 'hou']	2	6	5	
gao4	g#4	['gao']	1	3	2	
dui4tou2	dui4t#2	['dui', 'tou']	2	6	5	
gan3jin3	gan3jin3	['gan', 'jin']	2	6	6	
xi1	xi1	['xi']	1	2	2	
kong3pa4	koŋ3pa4	['kong', 'pa']	2	6	5	
song4	soŋ4	['song']	1	4	3	
guan1	guan1	['guan']	1	4	4	
jiao1fu4	ji#1fu4	['jiao', 'fu']	2	6	5	
ya2yi	ya2yi	['ya', 'yi']	2	4	4	
jian1li3	jian1li3	['jian', 'li']	2	6	6	
yi1wen2qian2	yi1wen2qian2	['yi', 'wen', 'qian']	3	9	9	
huan2qing1	huan2qjəŋ1	['huan', 'qing']	2	8	8	
jian1yin2	jian1yin2	['jian', 'yin']	2	7	7	
fu4nv3	fu4nv3	['fu', 'nv']	2	4	4	
dong4	doŋ4	['dong']	1	4	3	
yin2nian4	yin2nian4	['yin', 'nian']	2	7	7	
fan4	fan4	['fan']	1	3	3	
yan3	yan3	['yan']	1	3	3	
die1dao3	die1d#3	['die', 'dao']	2	6	5	
wa1	wa1	['wa']	1	2	2	
diu1diao4	diu1di#4	['diu', 'diao']	2	7	6	
neng2ke3	neŋ2ke3	['neng', 'ke']	2	6	5	
shi1qu4	$i1qu4	['shi', 'qu']	2	5	4	
bai3	b#3	['bai']	1	3	2	
ti3	ti3	['ti']	1	2	2	
you4shou3	y#4$#3	['you', 'shou']	2	7	4	
qi1	qi1	['qi']	1	2	2	
shu1	$u1	['shu']	1	3	2	
yin2luan4	yin2luan4	['yin', 'luan']	2	7	7	
yuan2gu4	ɥæn2gu4	['yuan', 'gu']	2	6	5	
yin2	yin2	['yin']	1	3	3	
fu4ren2	fu4ren2	['fu', 'ren']	2	5	5	
zong3	zoŋ3	['zong']	1	4	3	
jin3	jin3	['jin']	1	3	3	
qi3shi4	qi3$i4	['qi', 'shi']	2	5	4	
zuo4wei	zuo4w#	['zuo', 'wei']	2	6	5	
deng4	deŋ4	['deng']	1	4	3	
jun1	jun1	['jun']	1	3	3	
jing1cheng2	jjəŋ1$eŋ2	['jing', 'cheng']	2	9	7	
tou2fa	t#2fa	['tou', 'fa']	2	5	4	
hei1	h#1	['hei']	1	3	2	
bai2	b#2	['bai']	1	3	2	
duo1	duo1	['duo']	1	3	3	
chu1yu2	$u1yu2	['chu', 'yu']	2	5	4	
zhe3	$e3	['zhe']	1	3	2	
huan2	huan2	['huan']	1	4	4	
ya2	ya2	['ya']	1	2	2	
zuo4dui4	zuo4dui4	['zuo', 'dui']	2	6	6	
lian3	lian3	['lian']	1	4	4	
lian2	lian2	['lian']	1	4	4	
zuo3	zuo3	['zuo']	1	3	3	
zhuan3	$uan3	['zhuan']	1	5	4	
you2	y#2	['you']	1	3	2	
wai4yi1	w#4yi1	['wai', 'yi']	2	5	4	
qiang3bi1	qiaŋ3bi1	['qiang', 'bi']	2	7	6	
qiu2	qiu2	['qiu']	1	3	3	
tui1ci2	tui1ci2	['tui', 'ci']	2	5	5	
lin2she4	lin2$e4	['lin', 'she']	2	6	5	
hen4	hen4	['hen']	1	3	3	
chou2di2	$#2di2	['chou', 'di']	2	6	4	
dao3gao4	d#3g#4	['dao', 'gao']	2	6	4	
ri4tou	ri4t#	['ri', 'tou']	2	5	4	
dai3	d#3	['dai']	1	3	2	
shui4li4	$ui4li4	['shui', 'li']	2	6	5	
qing3	qjəŋ3	['qing']	1	4	4	
chu	$u	['chu']	1	3	2	
wan2quan2	wan2quan2	['wan', 'quan']	2	7	7	
xiao3xin1	xi#3xin1	['xiao', 'xin']	2	7	6	
shan4	$an4	['shan']	1	4	3	
mian4qian2	mian4qian2	['mian', 'qian']	2	8	8	
gu4yi4	gu4yi4	['gu', 'yi']	2	4	4	
shi1she3	$i1$e3	['shi', 'she']	2	6	4	
qian2mian	qian2mian	['qian', 'mian']	2	8	8	
chui1hao4	$ui1h#4	['chui', 'hao']	2	7	5	
jia3mao4wei2shan4de0ren2	jia3m#4w#2$an4de0ren2	['jia', 'mao', 'wei', 'shan', 'de', 'ren']	6	18	15	
jie1dao4	jie1d#4	['jie', 'dao']	2	6	5	
shang3	$aŋ3	['shang']	1	5	3	
zuo3shou3	zuo3$#3	['zuo', 'shou']	2	7	5	
zhi1dao4	$i1d#4	['zhi', 'dao']	2	6	4	
an4zhong1	an4$oŋ1	['an', 'zhong']	2	7	5	
cha2kan4	$a2kan4	['cha', 'kan']	2	6	5	
bao4da2	b#4da2	['bao', 'da']	2	5	4	
ming2chu4	mjəŋ2$u4	['ming', 'chu']	2	7	6	
shi2zi4lu4kou3	$i2zi4lu4k#3	['shi', 'zi', 'lu', 'kou']	4	10	8	
wu1	wu1	['wu']	1	2	2	
men2	men2	['men']	1	3	3	
bi4ran2	bi4ran2	['bi', 'ran']	2	5	5	
chong2fu4	$oŋ2fu4	['chong', 'fu']	2	7	5	
yi3wei2	yi3w#2	['yi', 'wei']	2	5	4	
chui2	$ui2	['chui']	1	4	3	
ting1	tjəŋ1	['ting']	1	4	4	
xiao4fa3	xi#4fa3	['xiao', 'fa']	2	6	5	
qi2qiu2	qi2qiu2	['qi', 'qiu']	2	5	5	
xu1	xu1	['xu']	1	2	2	
zao3	z#3	['zao']	1	3	2	
jiang4lin2	jiaŋ4lin2	['jiang', 'lin']	2	8	7	
zhi3yi4	$i3yi4	['zhi', 'yi']	2	5	4	
ru2tong2	ru2toŋ2	['ru', 'tong']	2	6	5	
ri4yong4	ri4yoŋ4	['ri', 'yong']	2	6	5	
yin3shi2	yin3$i2	['yin', 'shi']	2	6	5	
jin1ri4	jin1ri4	['jin', 'ri']	2	5	5	
mian3	mian3	['mian']	1	4	4	
zhai4	$#4	['zhai']	1	4	2	
yu4jian4	yu4jian4	['yu', 'jian']	2	6	6	
tuo1li2	tuo1li2	['tuo', 'li']	2	5	5	
xion1ge4	xion1ge4	['xion', 'ge']	2	6	6	
guo2du4	guo2du4	['guo', 'du']	2	5	5	
quan2bing3	quan2bjəŋ3	['quan', 'bing']	2	8	8	
yong3yuan3	yoŋ3ɥæn3	['yong', 'yuan']	2	8	6	
a1men2	a1men2	['a', 'men']	2	4	4	
wu2	wu2	['wu']	1	2	2	
rao2shu4	r#2$u4	['rao', 'shu']	2	6	4	
chou2rong2	$#2roŋ2	['chou', 'rong']	2	8	5	
nong4	noŋ4	['nong']	1	4	3	
nan2kan4	nan2kan4	['nan', 'kan']	2	6	6	
shu1tou2	$u1t#2	['shu', 'tou']	2	6	4	
ji1zan3	ji1zan3	['ji', 'zan']	2	5	5	
cai2bao3	c#2b#3	['cai', 'bao']	2	6	4	
chong2zi	$oŋ2zi	['chong', 'zi']	2	7	5	
yao3	y#3	['yao']	1	3	2	
xiu4	xiu4	['xiu']	1	3	3	
huai4	hu#4	['huai']	1	4	3	
zei2	z#2	['zei']	1	3	2	
ku1long2	ku1loŋ2	['ku', 'long']	2	6	5	
tou1	t#1	['tou']	1	3	2	
zhi3yao4	$i3y#4	['zhi', 'yao']	2	6	4	
yan3jing	yan3jjəŋ	['yan', 'jing']	2	7	7	
liang4	liaŋ4	['liang']	1	5	4	
guang1ming2	guaŋ1mjəŋ2	['guang', 'ming']	2	9	8	
hun1hua1	hwən1hua1	['hun', 'hua']	2	6	7	
li3tou	li3t#	['li', 'tou']	2	5	4	
he2deng3	he2deŋ3	['he', 'deng']	2	6	5	
ge4ren2	ge4ren2	['ge', 'ren']	2	5	5	
zhe4ge	$e4ge	['zhe', 'ge']	2	5	4	
na4ge	na4ge	['na', 'ge']	2	4	4	
zhong4	$oŋ4	['zhong']	1	5	3	
ma3men2	ma3men2	['ma', 'men']	2	5	5	
cai2	c#2	['cai']	1	3	2	
sheng1ming4	$eŋ1mjəŋ4	['sheng', 'ming']	2	9	7	
you1lv4	y#1lv4	['you', 'lv']	2	5	4	
he1	he1	['he']	1	2	2	
shen1ti3	$en1ti3	['shen', 'ti']	2	6	5	
yi1shang	yi1$aŋ	['yi', 'shang']	2	7	5	
fei1niao3	f#1ni#3	['fei', 'niao']	2	7	5	
ji1xu4	ji1xu4	['ji', 'xu']	2	4	4	
shang4qie3	$aŋ4qie3	['shang', 'qie']	2	8	6	
yang3huo	yaŋ3huo	['yang', 'huo']	2	7	6	
gui4zhong4	gui4$oŋ4	['gui', 'zhong']	2	8	6	
si1lv4	si1lv4	['si', 'lv']	2	4	4	
shou4shu	$#4$u	['shou', 'shu']	2	7	4	
ke4	ke4	['ke']	1	2	2	
shen1liang	$en1liaŋ	['shen', 'liang']	2	9	7	
zhou3	$#3	['zhou']	1	4	2	
he2bi4	he2bi4	['he', 'bi']	2	4	4	
ye3di4	ye3di4	['ye', 'di']	2	4	4	
bai3he2hua1	b#3he2hua1	['bai', 'he', 'hua']	3	8	7	
zen3yang4	zen3yaŋ4	['zen', 'yang']	2	7	6	
zhang3	$aŋ3	['zhang']	1	5	3	
lao2ku3	l#2ku3	['lao', 'ku']	2	5	4	
ran2er2	ran2er2	['ran', 'er']	2	5	5	
ji2	ji2	['ji']	1	2	2	
chuan1dai4	$uan1d#4	['chuan', 'dai']	2	8	6	
hua1	hua1	['hua']	1	3	3	
duo3	duo3	['duo']	1	3	3	
xin4	xin4	['xin']	1	3	3	
na3	na3	['na']	1	2	2	
cao3	c#3	['cao']	1	3	2	
jin1tian1	jin1tian1	['jin', 'tian']	2	7	7	
ming2tian1	mjəŋ2tian1	['ming', 'tian']	2	8	8	
lu2	lu2	['lu']	1	2	2	
zhuang1shi4	$uaŋ1$i4	['zhuang', 'shi']	2	9	6	
he2kuang4	he2kuaŋ4	['he', 'kuang']	2	7	6	
dong1xi	doŋ1xi	['dong', 'xi']	2	6	5	
nan2	nan2	['nan']	1	3	3	
gou4	g#4	['gou']	1	3	2	
lun4duan4	lwən4duan4	['lun', 'duan']	2	7	8	
liang2qi4	liaŋ2qi4	['liang', 'qi']	2	7	6	
liang2	liaŋ2	['liang']	1	5	4	
wei4shen2me	w#4$en2me	['wei', 'shen', 'me']	3	9	7	
ci4	ci4	['ci']	1	2	2	
liang2mu4	liaŋ2mu4	['liang', 'mu']	2	7	6	
rong2	roŋ2	['rong']	1	4	3	
qu4diao4	qu4di#4	['qu', 'diao']	2	6	5	
cai2neng2	c#2neŋ2	['cai', 'neng']	2	7	5	
qing1chu	qjəŋ1$u	['qing', 'chu']	2	7	6	
sheng4wu4	$eŋ4wu4	['sheng', 'wu']	2	7	5	
gou3	g#3	['gou']	1	3	2	
zhen1zhu1	$en1$u1	['zhen', 'zhu']	2	7	5	
kou4	k#4	['kou']	1	3	2	
zhao2	$#2	['zhao']	1	4	2	
zhong1jian1	$oŋ1jian1	['zhong', 'jian']	2	9	7	
shui2	$ui2	['shui']	1	4	3	
bing3	bjəŋ3	['bing']	1	4	4	
she2	$e2	['she']	1	3	2	
sui1ran2	sui1ran2	['sui', 'ran']	2	6	6	
qi3bu4	qi3bu4	['qi', 'bu']	2	4	4	
dao4li3	d#4li3	['dao', 'li']	2	5	4	
zhai3	$#3	['zhai']	1	4	2	
mie4wang2	mie4waŋ2	['mie', 'wang']	2	7	6	
kuan1	kuan1	['kuan']	1	4	4	
yong3sheng1	yoŋ3$eŋ1	['yong', 'sheng']	2	9	6	
zhao3	$#3	['zhao']	1	4	2	
shao3	$#3	['shao']	1	4	2	
fang2bei4	faŋ2b#4	['fang', 'bei']	2	7	5	
jia3	jia3	['jia']	1	3	3	
pi1	pi1	['pi']	1	2	2	
yang2pi2	yaŋ2pi2	['yang', 'pi']	2	6	5	
li3mian4	li3mian4	['li', 'mian']	2	6	6	
can2bao4	can2b#4	['can', 'bao']	2	6	5	
lang2	laŋ2	['lang']	1	4	3	
ping2	pjəŋ2	['ping']	1	4	4	
ren4	ren4	['ren']	1	3	3	
jing1ji2	jjəŋ1ji2	['jing', 'ji']	2	6	6	
qi3neng2	qi3neŋ2	['qi', 'neng']	2	6	5	
zhai1	$#1	['zhai']	1	4	2	
pu2tao4	pu2t#4	['pu', 'tao']	2	5	4	
ji2li	ji2li	['ji', 'li']	2	4	4	
wu2hua1guo3	wu2hua1guo3	['wu', 'hua', 'guo']	3	8	8	
wei2du2	w#2du2	['wei', 'du']	2	5	4	
ri4	ri4	['ri']	1	2	2	
feng4	feŋ4	['feng']	1	4	3	
gan3	gan3	['gan']	1	3	3	
yi4neng2	yi4neŋ2	['yi', 'neng']	2	6	5	
cong2lai2	coŋ2l#2	['cong', 'lai']	2	7	5	
ren4shi	ren4$i	['ren', 'shi']	2	6	5	
hao3bi3	h#3bi3	['hao', 'bi']	2	5	4	
cong1ming	coŋ1mjəŋ	['cong', 'ming']	2	8	7	
gai4	g#4	['gai']	1	3	2	
pan2shi2	pan2$i2	['pan', 'shi']	2	6	5	
lin2	lin2	['lin']	1	3	3	
chong1	$oŋ1	['chong']	1	5	3	
feng1	feŋ1	['feng']	1	4	3	
chui1	$ui1	['chui']	1	4	3	
zhuang4	$uaŋ4	['zhuang']	1	6	4	
dao3ta1	d#3ta1	['dao', 'ta']	2	5	4	
gen1ji1	gen1ji1	['gen', 'ji']	2	5	5	
ge2	ge2	['ge']	1	2	2	
wu2zhi1	wu2$i1	['wu', 'zhi']	2	5	4	
bing4qie3	bjəŋ4qie3	['bing', 'qie']	2	7	7	
hen3	hen3	['hen']	1	3	3	
jiang3	jiaŋ3	['jiang']	1	5	4	
wan2	wan2	['wan']	1	3	3	
zhong4ren2	$oŋ4ren2	['zhong', 'ren']	2	8	6	
xi1qi2	xi1qi2	['xi', 'qi']	2	4	4	
zhang3da4	$aŋ3da4	['zhang', 'da']	2	7	5	
ma2	ma2	['ma']	1	2	2	
jie2jing4	jie2jjəŋ4	['jie', 'jing']	2	7	7	
shen1shou3	$en1$#3	['shen', 'shou']	2	8	5	
mo1	mo1	['mo']	1	2	2	
da4ma2feng1	da4ma2feŋ1	['da', 'ma', 'feng']	3	8	7	
qie4	qie4	['qie']	1	3	3	
ji4si1	ji4si1	['ji', 'si']	2	4	4	
xian4shang	xian4$aŋ	['xian', 'shang']	2	9	7	
mo2xi1	mo2xi1	['mo', 'xi']	2	4	4	
zheng4ju4	$eŋ4ju4	['zheng', 'ju']	2	7	5	
bai3fu1zhang3	b#3fu1$aŋ3	['bai', 'fu', 'zhang']	3	10	7	
pu2ren2	pu2ren2	['pu', 'ren']	2	5	5	
tan1huan4bing4	tan1huan4bjəŋ4	['tan', 'huan', 'bing']	3	11	11	
tang3	taŋ3	['tang']	1	4	3	
jia	jia	['jia']	1	3	3	
shen4	$en4	['shen']	1	4	3	
teng2ku3	teŋ2ku3	['teng', 'ku']	2	6	5	
she4	$e4	['she']	1	3	2	
bu4gan3dang1	bu4gan3daŋ1	['bu', 'gan', 'dang']	3	9	8	
ju4	ju4	['ju']	1	2	2	
bing1	bjəŋ1	['bing']	1	4	4	
yi3xia4	yi3xia4	['yi', 'xia']	2	5	5	
zhe4me	$e4me	['zhe', 'me']	2	5	4	
xin4xin1	xin4xin1	['xin', 'xin']	2	6	6	
dong1	doŋ1	['dong']	1	4	3	
yi1tong2	yi1toŋ2	['yi', 'tong']	2	6	5	
zuo4xi2	zuo4xi2	['zuo', 'xi']	2	5	5	
wei2you3	w#2y#3	['wei', 'you']	2	6	4	
zi3min2	zi3min2	['zi', 'min']	2	5	5	
wai4bian1	w#4bian1	['wai', 'bian']	2	7	6	
bi4yao4	bi4y#4	['bi', 'yao']	2	5	4	
ai1ku1	#1ku1	['ai', 'ku']	2	4	3	
qie4chi3	qie4$i3	['qie', 'chi']	2	6	5	
yue4mu3	ɥe4mu3	['yue', 'mu']	2	5	4	
re4	re4	['re']	1	2	2	
fu2shi4	fu2$i4	['fu', 'shi']	2	5	4	
wan3shang	wan3$aŋ	['wan', 'shang']	2	8	6	
dai4ti4	d#4ti4	['dai', 'ti']	2	5	4	
ruan3fuo4	ruan3fuo4	['ruan', 'fuo']	2	7	7	
dan1dang1	dan1daŋ1	['dan', 'dang']	2	7	6	
du4	du4	['du']	1	2	2	
na4bian1	na4bian1	['na', 'bian']	2	6	6	
fu1zi3	fu1zi3	['fu', 'zi']	2	4	4	
hu2li	hu2li	['hu', 'li']	2	4	4	
tian1kong1	tian1koŋ1	['tian', 'kong']	2	8	7	
wo1	wo1	['wo']	1	2	2	
ren2zi3	ren2zi3	['ren', 'zi']	2	5	5	
zhen3tou	$en3t#	['zhen', 'tou']	2	7	5	
mai2zang4	m#2zaŋ4	['mai', 'zang']	2	7	5	
ren4ping2	ren4pjəŋ2	['ren', 'ping']	2	7	7	
bao4feng1	b#4feŋ1	['bao', 'feng']	2	7	5	
shen4zhi4	$en4$i4	['shen', 'zhi']	2	7	5	
bo1	bo1	['bo']	1	2	2	
lang4	laŋ4	['lang']	1	4	3	
yan3gai4	yan3g#4	['yan', 'gai']	2	6	5	
shui4	$ui4	['shui']	1	4	3	
jiao4xing3	ji#4xjəŋ3	['jiao', 'xing']	2	8	7	
sang4meng2	saŋ4meŋ2	['sang', 'meng']	2	8	6	
la	la	['la']	1	2	2	
dan3qie4	dan3qie4	['dan', 'qie']	2	6	6	
chi4ze2	$i4ze2	['chi', 'ze']	2	5	4	
ping2jing4	pjəŋ2jjəŋ4	['ping', 'jing']	2	8	8	
jia1da4la1ren2	jia1da4la1ren2	['jia', 'da', 'la', 'ren']	4	10	10	
fun4ying2	fwən4yiŋ2	['fun', 'ying']	2	7	7	
ji2qi2	ji2qi2	['ji', 'qi']	2	4	4	
xiong1meng3	xioŋ1meŋ3	['xiong', 'meng']	2	9	7	
jing1guo4	jjəŋ1guo4	['jing', 'guo']	2	7	7	
xiang1gan1	xiaŋ1gan1	['xiang', 'gan']	2	8	7	
ku3	ku3	['ku']	1	2	2	
yuan3	ɥæn3	['yuan']	1	4	3	
qun2	qun2	['qun']	1	3	3	
yang1qiu2	yaŋ1qiu2	['yang', 'qiu']	2	7	6	
da3fa	da3fa	['da', 'fa']	2	4	4	
jin4ru4	jin4ru4	['jin', 'ru']	2	5	5	
chuang3	$uaŋ3	['chuang']	1	6	4	
shan1ya2	$an1ya2	['shan', 'ya']	2	6	5	
yan1si3	yan1si3	['yan', 'si']	2	5	5	
tao2pao3	t#2p#3	['tao', 'pao']	2	6	4	
zao1yu4	z#1yu4	['zao', 'yu']	2	5	4	
ying2jian4	yiŋ2jian4	['ying', 'jian']	2	8	7	
jing4jie4	jjəŋ4jie4	['jing', 'jie']	2	7	7	
ru4zi	ru4zi	['ru', 'zi']	2	4	4	
tai2	t#2	['tai']	1	3	2	
tan1zi	tan1zi	['tan', 'zi']	2	5	5	
xiao3zi	xi#3zi	['xiao', 'zi']	2	6	5	
fang4xin1	faŋ4xin1	['fang', 'xin']	2	7	6	
jian4wang4	jian4waŋ4	['jian', 'wang']	2	8	7	
xin1yi4	xin1yi4	['xin', 'yi']	2	5	5	
nian4	nian4	['nian']	1	4	4	
rong2yi	roŋ2yi	['rong', 'yi']	2	6	5	
jing1qi2	jjəŋ1qi2	['jing', 'qi']	2	6	6	
ma3tai4	ma3t#4	['ma', 'tai']	2	5	4	
hao3xie1	h#3xie1	['hao', 'xie']	2	6	5	
xian1sheng	xian1$eŋ	['xian', 'sheng']	2	9	7	
yi1sheng1	yi1$eŋ1	['yi', 'sheng']	2	7	5	
xi3ai4	xi3#4	['xi', 'ai']	2	4	3	
ji4si4	ji4si4	['ji', 'si']	2	4	4	
qie3	qie3	['qie']	1	3	3	
chuai3mo2	$u#3mo2	['chuai', 'mo']	2	7	5	
chang2chang2	$aŋ2$aŋ2	['chang', 'chang']	2	10	6	
xin1lang2	xin1laŋ2	['xin', 'lang']	2	7	6	
pei2ban4	p#2ban4	['pei', 'ban']	2	6	5	
ri4zi	ri4zi	['ri', 'zi']	2	4	4	
po4	po4	['po']	1	2	2	
mei2	m#2	['mei']	1	3	2	
jiu3	jiu3	['jiu']	1	3	3	
zhuang1	$uaŋ1	['zhuang']	1	6	4	
pi2dai4	pi2d#4	['pi', 'dai']	2	5	4	
lie4	lie4	['lie']	1	3	3	
lou4	l#4	['lou']	1	3	2	
liang3yang4	liaŋ3yaŋ4	['liang', 'yang']	2	9	7	
bao3quan2	b#3quan2	['bao', 'quan']	2	7	6	
guan3	guan3	['guan']	1	4	4	
nv3er2	nv3er2	['nv', 'er']	2	4	4	
gang1cai2	gaŋ1c#2	['gang', 'cai']	2	7	5	
an4	an4	['an']	1	2	2	
nv3ren2	nv3ren2	['nv', 'ren']	2	5	5	
huan4	huan4	['huan']	1	4	4	
nian2	nian2	['nian']	1	4	4	
xue4	xue4	['xue']	1	3	3	
quan2yu4	quan2yu4	['quan', 'yu']	2	6	6	
luan4	luan4	['luan']	1	4	4	
nang1	naŋ1	['nang']	1	4	3	
gui1nv3	gui1nv3	['gui', 'nv']	2	5	5	
chi1xiao4	$i1xi#4	['chi', 'xiao']	2	7	5	
nian3	nian3	['nian']	1	4	4	
feng1sheng1	feŋ1$eŋ1	['feng', 'sheng']	2	9	6	
xia1zi	xia1zi	['xia', 'zi']	2	5	5	
han3jiao4	han3ji#4	['han', 'jiao']	2	7	6	
ke3lian4	ke3lian4	['ke', 'lian']	2	6	6	
zhu3fu	$u3fu	['zhu', 'fu']	2	5	4	
ya3ba	ya3ba	['ya', 'ba']	2	4	4	
xiang1	xiaŋ1	['xiang']	1	5	4	
xuan1jiang3	xuan1jiaŋ3	['xuan', 'jiang']	2	9	8	
lian2min3	lian2min3	['lian', 'min']	2	7	7	
kun4ku3	kwən4ku3	['kun', 'ku']	2	5	6	
mu4ren2	mu4ren2	['mu', 'ren']	2	5	5	
yi4ban1	yi4ban1	['yi', 'ban']	2	5	5	
zhuang1jia	$uaŋ1jia	['zhuang', 'jia']	2	9	7	
gong1	goŋ1	['gong']	1	4	3	
gong1ren2	goŋ1ren2	['gong', 'ren']	2	7	6	
zhu2	$u2	['zhu']	1	3	2	
wu1gui3	wu1gui3	['wu', 'gui']	2	5	5	
shi3tu2	$i3tu2	['shi', 'tu']	2	5	4	
fei2li4	f#2li4	['fei', 'li']	2	5	4	
ba1duo1luo2mai3	ba1duo1luo2m#3	['ba', 'duo', 'luo', 'mai']	4	11	10	
duo1ma3	duo1ma3	['duo', 'ma']	2	5	5	
ya4le4fei2	ya4le4f#2	['ya', 'le', 'fei']	3	7	6	
da2tai4	da2t#4	['da', 'tai']	2	5	4	
fen4rui4dang3	fen4rui4daŋ3	['fen', 'rui', 'dang']	3	10	9	
mai4	m#4	['mai']	1	3	2	
jia1lve4	jia1lve4	['jia', 'lve']	2	6	6	
sa1ma3li4ya4	sa1ma3li4ya4	['sa', 'ma', 'li', 'ya']	4	8	8	
mi2shi1	mi2$i1	['mi', 'shi']	2	5	4	
bing4ren2	bjəŋ4ren2	['bing', 'ren']	2	7	7	
fu4huo2	fu4huo2	['fu', 'huo']	2	5	5	
bai2bai2	b#2b#2	['bai', 'bai']	2	6	4	
jin1	jin1	['jin']	1	3	3	
kou3dai	k#3d#	['kou', 'dai']	2	6	4	
gua4zi	gua4zi	['gua', 'zi']	2	5	5	
guai3zhang4	gu#3$aŋ4	['guai', 'zhang']	2	9	6	
cun1	cwən1	['cun']	1	3	4	
pin2gan1	pin2gan1	['pin', 'gan']	2	6	6	
lin2dao4	lin2d#4	['lin', 'dao']	2	6	5	
reng2	reŋ2	['reng']	1	4	3	
jie1dai4	jie1d#4	['jie', 'dai']	2	6	5	
chen2tu3	$en2tu3	['chen', 'tu']	2	6	5	
duo4	duo4	['duo']	1	3	3	
suo3duo1ma3	suo3duo1ma3	['suo', 'duo', 'ma']	3	8	8	
ge2mo2la1	ge2mo2la1	['ge', 'mo', 'la']	3	6	6	
ling2qiao3	ljəŋ2qi#3	['ling', 'qiao']	2	8	7	
xun2liang2	xun2liaŋ2	['xun', 'liang']	2	8	7	
jiao1	ji#1	['jiao']	1	4	3	
bian1da3	bian1da3	['bian', 'da']	2	6	6	
zhu1hou2	$u1h#2	['zhu', 'hou']	2	6	4	
jian4zheng4	jian4$eŋ4	['jian', 'zheng']	2	9	7	
shuo1hua4	$uo1hua4	['shuo', 'hua']	2	7	6	
si3di4	si3di4	['si', 'di']	2	4	4	
fu4mu3	fu4mu3	['fu', 'mu']	2	4	4	
di2	di2	['di']	1	2	2	
