char	char_n	com_n	stroke_n	
魔鬼	2	4	29	
又	1	1	2	
带	1	3	9	
他	1	2	5	
上	1	2	3	
了	1	1	2	
一	1	1	1	
座	1	4	10	
最高	2	7	22	
的	1	2	8	
山	1	1	8	
将	1	3	9	
世上	2	3	8	
的	1	2	8	
万国	2	4	11	
与	1	2	3	
万	1	1	3	
国	1	3	8	
的	1	2	8	
荣华	2	5	15	
都	1	3	10	
指	1	3	9	
给	1	4	9	
他	1	2	5	
看	1	2	9	
对	1	2	5	
他	1	2	5	
说	1	4	9	
你	1	3	7	
若	1	3	8	
俯	1	4	10	
伏	1	2	6	
拜	1	2	9	
我	1	2	7	
我	1	2	7	
就	1	4	12	
把	1	2	7	
这	1	2	7	
一切	2	3	5	
都	1	3	10	
赐	1	3	12	
给	1	4	9	
你	1	3	7	
耶稣	2	4	21	
说	1	4	9	
撒	1	4	15	
但	1	3	7	
退	1	2	9	
去	1	2	5	
吧	1	2	7	
撒	1	4	15	
但	1	3	7	
就	1	4	12	
是	1	2	9	
抵挡	2	5	17	
的	1	2	8	
意思	2	4	22	
乃	1	1	2	
魔鬼	2	4	29	
的	1	2	8	
别名	2	5	13	
因为	2	3	10	
经	1	3	8	
上	1	2	3	
记	1	2	5	
着	1	2	11	
说	1	4	9	
当	1	2	6	
拜	1	2	9	
主	1	2	5	
你	1	3	7	
的	1	2	8	
神	1	2	9	
单	1	2	8	
要事	2	5	17	
奉	1	2	8	
他	1	2	5	
于是	2	3	12	
魔鬼	2	4	29	
离	1	4	10	
了	1	1	2	
耶稣	2	4	21	
有	1	1	6	
天使	2	3	12	
来	1	1	7	
伺候	2	5	17	
他	1	2	5	
耶稣	2	4	21	
听见	2	3	11	
约翰	2	5	22	
下	1	2	3	
了	1	1	2	
监	1	3	10	
就	1	4	12	
退	1	2	9	
到	1	2	8	
加	1	2	5	
利利	2	4	14	
去	1	2	5	
后	1	3	6	
又	1	1	2	
离开	2	5	14	
拿撒勒	3	10	36	
往	1	2	8	
迦百农	3	6	20	
去	1	2	5	
就	1	4	12	
住	1	2	7	
在	1	2	6	
那里	2	3	13	
那	1	2	6	
地方	2	4	10	
靠	1	3	15	
海	1	3	10	
在	1	2	6	
西布伦	3	6	17	
和	1	2	8	
拿	1	4	10	
弗	1	1	5	
他	1	2	5	
利	1	2	7	
的	1	2	8	
边界	2	5	14	
上	1	2	3	
这	1	2	7	
是	1	2	9	
要	1	2	9	
应验	2	5	17	
先知	2	4	14	
以	1	2	4	
赛亚	2	6	20	
的话	2	4	16	
说	1	4	9	
西布伦地	4	8	23	
拿	1	4	10	
弗	1	1	5	
他	1	2	5	
利	1	2	7	
地	1	2	6	
就是	2	6	21	
沿海	2	6	18	
的	1	2	8	
路	1	3	13	
约	1	2	6	
但	1	3	7	
河	1	3	8	
外	1	2	5	
外	1	2	5	
邦	1	2	6	
人	1	1	2	
的	1	2	8	
加	1	2	5	
利利地	3	6	20	
那	1	2	6	
坐	1	3	7	
在	1	2	6	
黑暗	2	4	25	
里	1	1	7	
的	1	2	8	
百姓	2	4	14	
看见	2	3	13	
了	1	1	2	
大	1	1	3	
光	1	2	6	
坐	1	3	7	
在	1	2	6	
死	1	3	6	
荫	1	3	9	
之	1	1	3	
地	1	2	6	
的	1	2	8	
人	1	1	2	
有	1	1	6	
光	1	2	6	
发现	2	3	13	
照着	2	6	24	
他们	2	4	10	
从	1	2	4	
那	1	2	6	
时候	2	5	17	
耶稣	2	4	21	
就	1	4	12	
传	1	2	6	
起	1	2	10	
道	1	2	14	
来	1	1	7	
说	1	4	9	
天	1	1	4	
国	1	3	8	
近	1	2	7	
了	1	1	2	
你们	2	5	12	
应当	2	4	13	
悔改	2	5	17	
耶稣	2	4	21	
在	1	2	6	
加	1	2	5	
利利	2	4	14	
海边	2	5	15	
行走	2	5	13	
看见	2	3	13	
弟兄	2	4	12	
二	1	2	2	
人	1	1	2	
就是	2	6	21	
那	1	2	6	
称呼	2	5	18	
彼得	2	6	19	
的	1	2	8	
西门	2	2	9	
和	1	2	8	
他	1	2	5	
兄弟	2	4	12	
安得烈	3	9	27	
在	1	2	6	
海里	2	4	17	
撒网	2	7	21	
他们	2	4	10	
本	1	2	5	
是	1	2	9	
打鱼	2	5	13	
的	1	2	8	
耶稣	2	4	21	
对	1	2	5	
他们	2	4	10	
说	1	4	9	
来	1	1	7	
跟	1	2	13	
从	1	2	4	
我	1	2	7	
我	1	2	7	
要	1	2	9	
叫	1	2	5	
你们	2	5	12	
得	1	4	11	
人	1	1	2	
如	1	2	6	
得	1	4	11	
鱼	1	3	8	
一样	2	3	11	
他们	2	4	10	
就	1	4	12	
立刻	2	4	13	
舍	1	3	8	
了	1	1	2	
网	1	3	6	
跟	1	2	13	
从	1	2	4	
了	1	1	2	
他	1	2	5	
从	1	2	4	
那里	2	3	13	
往	1	2	8	
前	1	3	9	
走	1	2	7	
又	1	1	2	
看见	2	3	13	
弟兄	2	4	12	
二	1	2	2	
人	1	1	2	
就	1	4	12	
是	1	2	9	
西	1	1	6	
庇	1	2	7	
太	1	1	4	
的	1	2	8	
儿子	2	2	5	
雅	1	2	12	
各	1	2	6	
和	1	2	8	
他	1	2	5	
兄弟	2	4	12	
约翰	2	5	22	
同	1	3	6	
他们	2	4	10	
的	1	2	8	
父亲	2	4	13	
西	1	1	6	
庇	1	2	7	
太	1	1	4	
在	1	2	6	
船上	2	5	14	
补	1	2	7	
网	1	3	6	
耶稣	2	4	21	
就	1	4	12	
招呼	2	5	16	
他们	2	4	10	
他们	2	4	10	
立刻	2	4	13	
舍	1	3	8	
了	1	1	2	
船	1	3	11	
别	1	3	7	
了	1	1	2	
父亲	2	4	13	
跟	1	2	13	
从	1	2	4	
了	1	1	2	
耶稣	2	4	21	
耶稣	2	4	21	
走遍	2	4	19	
加	1	2	5	
利利	2	4	14	
在	1	2	6	
各	1	2	6	
会堂	2	6	17	
里	1	1	7	
教训	2	5	16	
人	1	1	2	
传	1	2	6	
天国	2	4	12	
的	1	2	8	
福音	2	6	22	
医治	2	5	15	
百姓	2	4	14	
各样	2	4	16	
的	1	2	8	
病症	2	4	20	
他	1	2	5	
的	1	2	8	
名声	2	4	13	
就	1	4	12	
传遍	2	4	18	
了	1	1	2	
叙利亚	3	7	22	
那里	2	3	13	
的	1	2	8	
人	1	1	2	
把	1	2	7	
一切	2	3	5	
害病	2	5	20	
的	1	2	8	
就	1	4	12	
是	1	2	9	
害	1	3	10	
各样	2	4	16	
疾病	2	4	20	
各样	2	4	16	
疼痛	2	6	22	
的	1	2	8	
和	1	2	8	
被	1	2	10	
鬼	1	2	9	
附	1	3	7	
的	1	2	8	
癫痫	2	8	33	
的	1	2	8	
瘫痪	2	5	27	
的	1	2	8	
都	1	3	10	
带	1	3	9	
了	1	1	2	
来	1	1	7	
耶稣	2	4	21	
就	1	4	12	
治	1	3	8	
好	1	2	6	
了	1	1	2	
他们	2	4	10	
当	1	2	6	
下	1	2	3	
有	1	1	6	
许多	2	5	12	
人	1	1	2	
从	1	2	4	
加	1	2	5	
利利	2	4	14	
低	1	2	7	
加	1	2	5	
波利	2	4	15	
耶路撒冷	4	11	43	
犹太	2	3	11	
约	1	2	6	
但	1	3	7	
河	1	3	8	
外	1	2	5	
来	1	1	7	
跟	1	2	13	
着	1	2	11	
他	1	2	5	
耶稣	2	4	21	
看见	2	3	13	
这	1	2	7	
许多	2	5	12	
的	1	2	8	
人	1	1	2	
就	1	4	12	
上	1	2	3	
了	1	1	2	
山	1	1	8	
既	1	2	9	
已	1	1	3	
坐下	2	5	10	
门徒	2	3	13	
到	1	2	8	
他	1	2	5	
跟	1	2	13	
前来	2	4	16	
他	1	2	5	
就	1	4	12	
开口	2	2	7	
教训	2	5	16	
他们	2	4	10	
说	1	4	9	
虚心	2	3	15	
的	1	2	8	
人	1	1	2	
有	1	1	6	
福	1	4	13	
了	1	1	2	
因为	2	3	10	
天国	2	4	12	
是	1	2	9	
他们	2	4	10	
的	1	2	8	
哀	1	3	9	
恸	1	4	9	
的	1	2	8	
人	1	1	2	
有	1	1	6	
福	1	4	13	
了	1	1	2	
因为	2	3	10	
他们	2	4	10	
必得	2	5	16	
安慰	2	6	21	
温柔	2	5	21	
的	1	2	8	
人	1	1	2	
有	1	1	6	
福	1	4	13	
了	1	1	2	
因为	2	3	10	
他们	2	4	10	
必	1	1	5	
承受	2	4	16	
地	1	2	6	
土	1	1	3	
饥渴	2	5	17	
慕义	2	5	17	
的	1	2	8	
人	1	1	2	
有	1	1	6	
福	1	4	13	
了	1	1	2	
因为	2	3	10	
他们	2	4	10	
必得	2	5	16	
饱	1	3	8	
足	1	2	7	
怜恤	2	4	17	
人	1	1	2	
的	1	2	8	
人	1	1	2	
有	1	1	6	
福	1	4	13	
了	1	1	2	
因为	2	3	10	
他们	2	4	10	
必	1	1	5	
蒙	1	3	13	
怜恤	2	4	17	
清心	2	3	15	
的	1	2	8	
人	1	1	2	
有	1	1	6	
福	1	4	13	
了	1	1	2	
因为	2	3	10	
他们	2	4	10	
必	1	1	5	
得	1	4	11	
见	1	1	4	
神	1	2	9	
使	1	2	8	
人	1	1	2	
和睦	2	6	21	
的	1	2	8	
人	1	1	2	
有	1	1	6	
福	1	4	13	
了	1	1	2	
因为	2	3	10	
他们	2	4	10	
必	1	1	5	
称	1	3	10	
为	1	1	4	
神	1	2	9	
的	1	2	8	
儿子	2	2	5	
为	1	1	4	
义	1	1	3	
受	1	3	8	
逼迫	2	6	20	
的	1	2	8	
人	1	1	2	
有	1	1	6	
福	1	4	13	
了	1	1	2	
因为	2	3	10	
天国	2	4	12	
是	1	2	9	
他们	2	4	10	
的	1	2	8	
人	1	1	2	
若	1	3	8	
因	1	2	6	
我	1	2	7	
辱骂	2	5	19	
你们	2	5	12	
逼迫	2	6	20	
你们	2	5	12	
捏造	2	6	20	
各样	2	4	16	
坏话	2	4	15	
毁谤	2	5	25	
你们	2	5	12	
你们	2	5	12	
就	1	4	12	
有	1	1	6	
福	1	4	13	
了	1	1	2	
应当	2	4	13	
欢喜	2	5	18	
快乐	2	4	12	
因为	2	3	10	
你们	2	5	12	
在	1	2	6	
天上	2	3	7	
的	1	2	8	
赏赐	2	6	24	
是	1	2	9	
大	1	1	3	
的	1	2	8	
在	1	2	6	
你们	2	5	12	
以前	2	5	13	
的	1	2	8	
先知	2	4	14	
人	1	1	2	
也	1	1	3	
是	1	2	9	
这样	2	4	17	
逼迫	2	6	20	
他们	2	4	10	
你们	2	5	12	
是	1	2	9	
世上	2	3	8	
的	1	2	8	
盐	1	3	10	
盐	1	3	10	
若	1	3	8	
失	1	1	5	
了	1	1	2	
味	1	2	8	
怎	1	2	9	
能	1	4	10	
叫	1	2	5	
他	1	2	5	
再	1	1	6	
咸	1	3	9	
呢	1	3	8	
以后	2	5	10	
无用	2	3	9	
不过	2	3	10	
丢	1	2	6	
在	1	2	6	
外面	2	7	14	
被	1	2	10	
人	1	1	2	
践踏	2	5	27	
了	1	1	2	
你们	2	5	12	
是	1	2	9	
世上	2	3	8	
的	1	2	8	
光	1	2	6	
城	1	2	9	
造	1	3	10	
在	1	2	6	
山上	2	3	11	
是	1	2	9	
不	1	1	4	
能	1	4	10	
隐藏	2	7	28	
的	1	2	8	
人	1	1	2	
点灯	2	5	15	
不	1	1	4	
放	1	2	8	
在	1	2	6	
斗	1	1	4	
底下	2	4	11	
是	1	2	9	
放	1	2	8	
在	1	2	6	
灯	1	2	6	
台上	2	4	8	
就	1	4	12	
照亮	2	8	22	
一	1	1	1	
家	1	2	10	
的	1	2	8	
人	1	1	2	
你们	2	5	12	
的	1	2	8	
光	1	2	6	
也	1	1	3	
当	1	2	6	
这样	2	4	17	
照	1	4	13	
在	1	2	6	
人	1	1	2	
前	1	3	9	
叫	1	2	5	
他们	2	4	10	
看见	2	3	13	
你们	2	5	12	
的	1	2	8	
好	1	2	6	
行为	2	4	10	
便	1	2	9	
将	1	3	9	
荣耀	2	5	29	
归	1	2	5	
给	1	4	9	
你们	2	5	12	
在	1	2	6	
天上	2	3	7	
的	1	2	8	
父	1	2	4	
莫	1	3	10	
想	1	3	13	
我	1	2	7	
来	1	1	7	
要	1	2	9	
废掉	2	6	19	
律	1	2	9	
法	1	2	8	
和	1	2	8	
先知	2	4	14	
我	1	2	7	
来	1	1	7	
不	1	1	4	
是	1	2	9	
要	1	2	9	
废掉	2	6	19	
乃是	2	3	11	
要	1	2	9	
成全	2	3	12	
我	1	2	7	
实在	2	5	14	
告诉	2	4	14	
你们	2	5	12	
就是	2	6	21	
到	1	2	8	
天地	2	3	10	
都	1	3	10	
废	1	2	8	
去	1	2	5	
了	1	1	2	
律	1	2	9	
法	1	2	8	
的	1	2	8	
一点一	3	5	11	
画	1	3	8	
也	1	1	3	
不	1	1	4	
能	1	4	10	
废	1	2	8	
去	1	2	5	
都	1	3	10	
要	1	2	9	
成全	2	3	12	
所以	2	4	12	
无论	2	4	10	
何人	2	4	9	
废掉	2	6	19	
这	1	2	7	
诫	1	3	9	
命中	2	4	12	
最	1	3	12	
小	1	1	3	
的	1	2	8	
一	1	1	1	
条	1	2	7	
又	1	1	2	
教训	2	5	16	
人	1	1	2	
这样	2	4	17	
作	1	2	7	
他	1	2	5	
在	1	2	6	
天国	2	4	12	
要	1	2	9	
称为	2	4	14	
最	1	3	12	
小	1	1	3	
的	1	2	8	
但	1	3	7	
无论	2	4	10	
何人	2	4	9	
遵行	2	7	21	
这	1	2	7	
诫	1	3	9	
命	1	3	8	
又	1	1	2	
教训	2	5	16	
人	1	1	2	
遵行	2	7	21	
他	1	2	5	
在	1	2	6	
天国	2	4	12	
要	1	2	9	
称为	2	4	14	
大	1	1	3	
的	1	2	8	
我	1	2	7	
告诉	2	4	14	
你们	2	5	12	
你们	2	5	12	
的	1	2	8	
义	1	1	3	
若	1	3	8	
不	1	1	4	
胜	1	2	9	
于文士	3	4	10	
和	1	2	8	
法利	2	4	15	
赛	1	4	14	
人	1	1	2	
的	1	2	8	
义	1	1	3	
断	1	2	11	
不	1	1	4	
能	1	4	10	
进	1	2	7	
天国	2	4	12	
你们	2	5	12	
听见	2	3	11	
有	1	1	6	
吩咐	2	6	15	
古人	2	3	7	
的	1	2	8	
话	1	2	8	
说	1	4	9	
不可	2	3	9	
杀人	2	3	8	
又	1	1	2	
说	1	4	9	
凡	1	1	3	
杀人	2	3	8	
的	1	2	8	
难免	2	5	17	
受	1	3	8	
审判	2	4	15	
只	1	2	5	
是	1	2	9	
我	1	2	7	
告诉	2	4	14	
你们	2	5	12	
凡	1	1	3	
向	1	2	6	
弟兄	2	4	12	
动怒	2	6	15	
的	1	2	8	
难免	2	5	17	
受	1	3	8	
审判	2	4	15	
有	1	1	6	
古	1	2	5	
卷	1	2	8	
在	1	2	6	
凡	1	1	3	
字	1	2	6	
下	1	2	3	
添	1	3	11	
无缘无故	4	7	29	
地	1	2	6	
五	1	1	4	
字	1	2	6	
凡	1	1	3	
骂	1	3	9	
弟兄	2	4	12	
是	1	2	9	
拉加	2	4	13	
的	1	2	8	
难免	2	5	17	
公会	2	5	10	
的	1	2	8	
审	1	2	8	
断	1	2	11	
凡	1	1	3	
骂	1	3	9	
弟兄	2	4	12	
是	1	2	9	
魔	1	2	20	
利	1	2	7	
的	1	2	8	
难免	2	5	17	
地狱	2	5	15	
的	1	2	8	
火	1	1	4	
所以	2	4	12	
你	1	3	7	
在	1	2	6	
祭坛	2	5	18	
上	1	2	3	
献礼	2	7	18	
物	1	2	8	
的	1	2	8	
时候	2	5	17	
若	1	3	8	
想起	2	5	23	
弟兄	2	4	12	
向	1	2	6	
你	1	3	7	
怀	1	2	7	
怨	1	3	9	
就	1	4	12	
把	1	2	7	
礼物	2	4	13	
留	1	3	10	
在	1	2	6	
坛	1	3	7	
前	1	3	9	
先	1	2	6	
去	1	2	5	
同	1	3	6	
弟兄	2	4	12	
和	1	2	8	
好	1	2	6	
然后	2	6	18	
来	1	1	7	
献	1	5	13	
礼物	2	4	13	
你	1	3	7	
同	1	3	6	
告	1	2	7	
你	1	3	7	
的	1	2	8	
对头	2	3	10	
还	1	2	7	
在	1	2	6	
路上	2	5	16	
就	1	4	12	
赶紧	2	5	20	
与	1	2	3	
他	1	2	5	
和	1	2	8	
息	1	2	10	
恐怕	2	5	18	
他	1	2	5	
把	1	2	7	
你	1	3	7	
送给	2	7	18	
审判官	3	6	23	
审判官	3	6	23	
交付	2	4	11	
衙役	2	7	20	
你	1	3	7	
就	1	4	12	
下	1	2	3	
在	1	2	6	
监	1	3	10	
里	1	1	7	
了	1	1	2	
我	1	2	7	
实在	2	5	14	
告诉	2	4	14	
你	1	3	7	
若	1	3	8	
有	1	1	6	
一	1	1	1	
文	1	2	4	
钱	1	2	10	
没有	2	3	13	
还	1	2	7	
清	1	2	11	
你	1	3	7	
断	1	2	11	
不	1	1	4	
能	1	4	10	
从	1	2	4	
那里	2	3	13	
出来	2	3	12	
你们	2	5	12	
听见	2	3	11	
有	1	1	6	
话	1	2	8	
说	1	4	9	
不可	2	3	9	
奸淫	2	5	17	
只	1	2	5	
是	1	2	9	
我	1	2	7	
告诉	2	4	14	
你们	2	5	12	
凡	1	1	3	
看见	2	3	13	
妇女	2	3	9	
就	1	4	12	
动	1	3	6	
淫	1	3	11	
念	1	2	8	
的	1	2	8	
这	1	2	7	
人	1	1	2	
心里	2	2	11	
已经	2	4	11	
与	1	2	3	
她	1	2	6	
犯	1	2	5	
奸淫	2	5	17	
了	1	1	2	
若	1	3	8	
是	1	2	9	
你	1	3	7	
的	1	2	8	
右眼	2	4	16	
叫	1	2	5	
你	1	3	7	
跌倒	2	5	22	
就	1	4	12	
剜	1	4	10	
出来	2	3	12	
丢掉	2	6	17	
宁可	2	4	10	
失去	2	3	10	
百	1	2	6	
体	1	2	7	
中	1	1	4	
的	1	2	8	
一体	2	3	8	
不	1	1	4	
叫	1	2	5	
全身	2	3	13	
丢	1	2	6	
在	1	2	6	
地狱	2	5	15	
里	1	1	7	
若	1	3	8	
是	1	2	9	
右手	2	3	9	
叫	1	2	5	
你	1	3	7	
跌倒	2	5	22	
就	1	4	12	
砍	1	2	9	
下来	2	3	10	
丢掉	2	6	17	
宁可	2	4	10	
失去	2	3	10	
百	1	2	6	
体	1	2	7	
中	1	1	4	
的	1	2	8	
一体	2	3	8	
不	1	1	4	
叫	1	2	5	
全身	2	3	13	
下	1	2	3	
入	1	1	2	
地狱	2	5	15	
又	1	1	2	
有	1	1	6	
话	1	2	8	
说	1	4	9	
人	1	1	2	
若	1	3	8	
休	1	2	6	
妻	1	3	8	
就	1	4	12	
当	1	2	6	
给	1	4	9	
她	1	2	6	
休	1	2	6	
书	1	1	4	
只	1	2	5	
是	1	2	9	
我	1	2	7	
告诉	2	4	14	
你们	2	5	12	
凡	1	1	3	
休	1	2	6	
妻	1	3	8	
的	1	2	8	
若	1	3	8	
不	1	1	4	
是	1	2	9	
为	1	1	4	
淫乱	2	5	18	
的	1	2	8	
缘故	2	5	21	
就是	2	6	21	
叫	1	2	5	
她	1	2	6	
作	1	2	7	
淫	1	3	11	
妇	1	2	6	
了	1	1	2	
人	1	1	2	
若	1	3	8	
娶	1	3	11	
这	1	2	7	
被	1	2	10	
休	1	2	6	
的	1	2	8	
妇人	2	3	8	
也	1	1	3	
是	1	2	9	
犯	1	2	5	
奸淫	2	5	17	
了	1	1	2	
你们	2	5	12	
又	1	1	2	
听见	2	3	11	
有	1	1	6	
吩咐	2	6	15	
古人	2	3	7	
的	1	2	8	
话	1	2	8	
说	1	4	9	
不可	2	3	9	
背	1	2	9	
誓	1	3	14	
所	1	2	8	
起	1	2	10	
的	1	2	8	
誓	1	3	14	
总	1	3	9	
要	1	2	9	
向	1	2	6	
主	1	2	5	
谨	1	2	13	
守	1	2	6	
只	1	2	5	
是	1	2	9	
我	1	2	7	
告诉	2	4	14	
你们	2	5	12	
什么	2	3	7	
誓	1	3	14	
都	1	3	10	
不	1	1	4	
可	1	2	5	
起	1	2	10	
不可	2	3	9	
指	1	3	9	
着	1	2	11	
天	1	1	4	
起誓	2	5	24	
因为	2	3	10	
天	1	1	4	
是	1	2	9	
神	1	2	9	
的	1	2	8	
座位	2	6	17	
不可	2	3	9	
指	1	3	9	
着	1	2	11	
地	1	2	6	
起誓	2	5	24	
因为	2	3	10	
地	1	2	6	
是	1	2	9	
他	1	2	5	
的	1	2	8	
脚	1	3	11	
凳	1	3	14	
也	1	1	3	
不可	2	3	9	
指	1	3	9	
着	1	2	11	
耶路撒冷	4	11	43	
起誓	2	5	24	
因为	2	3	10	
耶路撒冷	4	11	43	
是	1	2	9	
大	1	1	3	
君	1	2	7	
的	1	2	8	
京城	2	5	17	
又	1	1	2	
不	1	1	4	
可	1	2	5	
指	1	3	9	
着	1	2	11	
你	1	3	7	
的	1	2	8	
头	1	1	5	
起誓	2	5	24	
因为	2	3	10	
你	1	3	7	
不	1	1	4	
能	1	4	10	
使	1	2	8	
一	1	1	1	
根	1	2	10	
头发	2	2	10	
变	1	2	8	
黑	1	2	12	
变	1	2	8	
白	1	1	5	
了	1	1	2	
你们	2	5	12	
的	1	2	8	
话	1	2	8	
是	1	2	9	
就	1	4	12	
说	1	4	9	
是	1	2	9	
不	1	1	4	
是	1	2	9	
就	1	4	12	
说	1	4	9	
不	1	1	4	
是	1	2	9	
若	1	3	8	
再	1	1	6	
多	1	2	6	
说	1	4	9	
就	1	4	12	
是	1	2	9	
出于	2	3	8	
那	1	2	6	
恶	1	2	10	
者	1	2	8	
或	1	3	8	
作	1	2	7	
是	1	2	9	
从	1	2	4	
恶	1	2	10	
里	1	1	7	
出来	2	3	12	
的	1	2	8	
你们	2	5	12	
听见	2	3	11	
有	1	1	6	
话	1	2	8	
说	1	4	9	
以	1	2	4	
眼	1	2	11	
还	1	2	7	
眼	1	2	11	
以牙还牙	4	6	19	
只	1	2	5	
是	1	2	9	
我	1	2	7	
告诉	2	4	14	
你们	2	5	12	
不	1	1	4	
要	1	2	9	
与	1	2	3	
恶人	2	3	12	
作对	2	4	12	
有	1	1	6	
人	1	1	2	
打	1	2	5	
你	1	3	7	
的	1	2	8	
右	1	2	5	
脸	1	3	11	
连	1	2	7	
左	1	2	5	
脸	1	3	11	
也	1	1	3	
转	1	2	8	
过	1	2	6	
来	1	1	7	
由	1	1	5	
他	1	2	5	
打	1	2	5	
有	1	1	6	
人	1	1	2	
想	1	3	13	
要	1	2	9	
告	1	2	7	
你	1	3	7	
要	1	2	9	
拿	1	4	10	
你	1	3	7	
的	1	2	8	
里	1	1	7	
衣	1	2	6	
连	1	2	7	
外衣	2	4	11	
也	1	1	3	
由	1	1	5	
他	1	2	5	
拿	1	4	10	
去	1	2	5	
有人	2	2	8	
强逼	2	7	24	
你	1	3	7	
走	1	2	7	
一	1	1	1	
里	1	1	7	
路	1	3	13	
你	1	3	7	
就	1	4	12	
同	1	3	6	
他	1	2	5	
走	1	2	7	
二	1	2	2	
里	1	1	7	
有	1	1	6	
求	1	1	7	
你	1	3	7	
的	1	2	8	
就	1	4	12	
给	1	4	9	
他	1	2	5	
有	1	1	6	
向	1	2	6	
你	1	3	7	
借贷	2	6	19	
的	1	2	8	
不可	2	3	9	
推辞	2	4	24	
你们	2	5	12	
听见	2	3	11	
有	1	1	6	
话	1	2	8	
说	1	4	9	
当	1	2	6	
爱	1	3	10	
你	1	3	7	
的	1	2	8	
邻舍	2	5	15	
恨	1	2	9	
你	1	3	7	
的	1	2	8	
仇敌	2	4	14	
只	1	2	5	
是	1	2	9	
我	1	2	7	
告诉	2	4	14	
你们	2	5	12	
要	1	2	9	
爱	1	3	10	
你们	2	5	12	
的	1	2	8	
仇敌	2	4	14	
为	1	1	4	
那	1	2	6	
逼迫	2	6	20	
你们	2	5	12	
的	1	2	8	
祷告	2	5	18	
这样	2	4	17	
就	1	4	12	
可以	2	4	9	
作	1	2	7	
你们	2	5	12	
天	1	1	4	
父	1	2	4	
的	1	2	8	
儿子	2	2	5	
因为	2	3	10	
他	1	2	5	
叫	1	2	5	
日头	2	2	9	
照	1	4	13	
好人	2	3	8	
也	1	1	3	
照	1	4	13	
歹人	2	2	6	
降雨	2	4	16	
给	1	4	9	
义人	2	2	5	
也	1	1	3	
给	1	4	9	
不	1	1	4	
义	1	1	3	
的	1	2	8	
人	1	1	2	
你们	2	5	12	
若	1	3	8	
单	1	2	8	
爱	1	3	10	
那	1	2	6	
爱	1	3	10	
你们	2	5	12	
的	1	2	8	
人	1	1	2	
有	1	1	6	
什么	2	3	7	
赏赐	2	6	24	
呢	1	3	8	
就	1	4	12	
是	1	2	9	
税	1	4	12	
吏	1	1	6	
不	1	1	4	
也	1	1	3	
是	1	2	9	
这样	2	4	17	
行	1	3	6	
吗	1	2	6	
你们	2	5	12	
若	1	3	8	
单	1	2	8	
请	1	2	10	
你	1	3	7	
弟兄	2	4	12	
的	1	2	8	
安	1	2	6	
比	1	1	4	
人	1	1	2	
有	1	1	6	
什么	2	3	7	
长处	2	3	9	
呢	1	3	8	
就	1	4	12	
是	1	2	9	
外	1	2	5	
邦	1	2	6	
人	1	1	2	
不	1	1	4	
也	1	1	3	
是	1	2	9	
这样	2	4	17	
行	1	3	6	
吗	1	2	6	
所以	2	4	12	
你们	2	5	12	
要	1	2	9	
完全	2	5	13	
象	1	3	11	
你们	2	5	12	
的	1	2	8	
天	1	1	4	
父	1	2	4	
完全	2	5	13	
一样	2	3	11	
你们	2	5	12	
要	1	2	9	
小心	2	2	7	
不	1	1	4	
可	1	2	5	
将	1	3	9	
善事	2	6	20	
行	1	3	6	
在	1	2	6	
人	1	1	2	
的	1	2	8	
面前	2	8	18	
故意	2	5	22	
叫	1	2	5	
他们	2	4	10	
看见	2	3	13	
若	1	3	8	
是	1	2	9	
这样	2	4	17	
就	1	4	12	
不	1	1	4	
能	1	4	10	
得	1	4	11	
你们	2	5	12	
天	1	1	4	
父	1	2	4	
的	1	2	8	
赏赐	2	6	24	
了	1	1	2	
所以	2	4	12	
你	1	3	7	
施舍	2	6	17	
的	1	2	8	
时候	2	5	17	
不	1	1	4	
可	1	2	5	
在	1	2	6	
你	1	3	7	
前面	2	8	18	
吹号	2	4	13	
像	1	2	13	
那	1	2	6	
假冒	2	6	20	
为	1	1	4	
善	1	3	12	
的	1	2	8	
人	1	1	2	
在	1	2	6	
会堂	2	6	17	
里	1	1	7	
和	1	2	8	
街道	2	7	26	
上	1	2	3	
所	1	2	8	
行	1	3	6	
的	1	2	8	
故意	2	5	22	
要得	2	6	20	
人	1	1	2	
的	1	2	8	
荣耀	2	5	29	
我	1	2	7	
实在	2	5	14	
告诉	2	4	14	
你们	2	5	12	
他们	2	4	10	
已经	2	4	11	
得	1	4	11	
了	1	1	2	
他们	2	4	10	
的	1	2	8	
赏赐	2	6	24	
你	1	3	7	
施舍	2	6	17	
的	1	2	8	
时候	2	5	17	
不	1	1	4	
要	1	2	9	
叫	1	2	5	
左手	2	3	9	
知道	2	4	22	
右手	2	3	9	
所	1	2	8	
作	1	2	7	
的	1	2	8	
要	1	2	9	
叫	1	2	5	
你	1	3	7	
施舍	2	6	17	
的	1	2	8	
事	1	3	8	
行	1	3	6	
在	1	2	6	
暗中	2	3	17	
你	1	3	7	
父	1	2	4	
在	1	2	6	
暗中	2	3	17	
察看	2	5	23	
必然	2	4	17	
报答	2	6	19	
你	1	3	7	
有	1	1	6	
古	1	2	5	
卷	1	2	8	
作	1	2	7	
必	1	1	5	
在	1	2	6	
明处	2	4	13	
报答	2	6	19	
你	1	3	7	
你们	2	5	12	
祷告	2	5	18	
的	1	2	8	
时候	2	5	17	
不可	2	3	9	
像	1	2	13	
那	1	2	6	
假冒	2	6	20	
为	1	1	4	
善	1	3	12	
的	1	2	8	
人	1	1	2	
爱	1	3	10	
